paths,labels
data\images\fabia_color\peace_inv\20250321165812.jpg,2
data\images\fabia_color\peace_inv\20250321165812_aug_0.jpg,2
data\images\fabia_color\peace_inv\20250321165812_aug_1.jpg,2
data\images\fabia_color\peace_inv\20250321165812_aug_2.jpg,2
data\images\fabia_color\ok\20250321162902.jpg,3
data\images\fabia_color\ok\20250321162902_aug_0.jpg,3
data\images\fabia_color\ok\20250321162902_aug_1.jpg,3
data\images\fabia_color\ok\20250321162902_aug_2.jpg,3
data\images\fabia_color\ok\20250321162905(1).jpg,3
data\images\fabia_color\ok\20250321162905(1)_aug_0.jpg,3
data\images\fabia_color\ok\20250321162905(1)_aug_1.jpg,3
data\images\fabia_color\ok\20250321162905(1)_aug_2.jpg,3
data\images\fabia_color\ok\20250321162905.jpg,3
data\images\fabia_color\ok\20250321162905_aug_0.jpg,3
data\images\fabia_color\ok\20250321162905_aug_1.jpg,3
data\images\fabia_color\ok\20250321162905_aug_2.jpg,3
data\images\fabia_color\ok\20250321162906.jpg,3
data\images\fabia_color\ok\20250321162906_aug_0.jpg,3
data\images\fabia_color\ok\20250321162906_aug_1.jpg,3
data\images\fabia_color\ok\20250321162906_aug_2.jpg,3
data\images\fabia_color\ok\20250321162907.jpg,3
data\images\fabia_color\ok\20250321162907_aug_0.jpg,3
data\images\fabia_color\ok\20250321162907_aug_1.jpg,3
data\images\fabia_color\ok\20250321162907_aug_2.jpg,3
data\images\fabia_color\ok\20250321162911.jpg,3
data\images\fabia_color\ok\20250321162911_aug_0.jpg,3
data\images\fabia_color\ok\20250321162911_aug_1.jpg,3
data\images\fabia_color\ok\20250321162911_aug_2.jpg,3
data\images\fabia_color\ok\20250321162913.jpg,3
data\images\fabia_color\ok\20250321162913_aug_0.jpg,3
data\images\fabia_color\ok\20250321162913_aug_1.jpg,3
data\images\fabia_color\ok\20250321162913_aug_2.jpg,3
data\images\fabia_color\ok\20250321162915.jpg,3
data\images\fabia_color\ok\20250321162915_aug_0.jpg,3
data\images\fabia_color\ok\20250321162915_aug_1.jpg,3
data\images\fabia_color\ok\20250321162915_aug_2.jpg,3
data\images\fabia_color\ok\20250321162917.jpg,3
data\images\fabia_color\ok\20250321162917_aug_0.jpg,3
data\images\fabia_color\ok\20250321162917_aug_1.jpg,3
data\images\fabia_color\ok\20250321162917_aug_2.jpg,3
data\images\fabia_color\ok\20250321163200(1).jpg,3
data\images\fabia_color\ok\20250321163200(1)_aug_0.jpg,3
data\images\fabia_color\ok\20250321163200(1)_aug_1.jpg,3
data\images\fabia_color\ok\20250321163200(1)_aug_2.jpg,3
data\images\fabia_color\ok\20250321163200.jpg,3
data\images\fabia_color\ok\20250321163200_aug_0.jpg,3
data\images\fabia_color\ok\20250321163200_aug_1.jpg,3
data\images\fabia_color\ok\20250321163200_aug_2.jpg,3
data\images\fabia_color\ok\20250321163204.jpg,3
data\images\fabia_color\ok\20250321163204_aug_0.jpg,3
data\images\fabia_color\ok\20250321163204_aug_1.jpg,3
data\images\fabia_color\ok\20250321163204_aug_2.jpg,3
data\images\fabia_color\ok\20250321163205.jpg,3
data\images\fabia_color\ok\20250321163205_aug_0.jpg,3
data\images\fabia_color\ok\20250321163205_aug_1.jpg,3
data\images\fabia_color\ok\20250321163205_aug_2.jpg,3
data\images\fabia_color\ok\20250321163207.jpg,3
data\images\fabia_color\ok\20250321163207_aug_0.jpg,3
data\images\fabia_color\ok\20250321163207_aug_1.jpg,3
data\images\fabia_color\ok\20250321163207_aug_2.jpg,3
data\images\fabia_color\ok\20250321163210.jpg,3
data\images\fabia_color\ok\20250321163210_aug_0.jpg,3
data\images\fabia_color\ok\20250321163210_aug_1.jpg,3
data\images\fabia_color\ok\20250321163210_aug_2.jpg,3
data\images\fabia_color\ok\20250321163213.jpg,3
data\images\fabia_color\ok\20250321163213_aug_0.jpg,3
data\images\fabia_color\ok\20250321163213_aug_1.jpg,3
data\images\fabia_color\ok\20250321163213_aug_2.jpg,3
data\images\fabia_color\ok\20250321163425.jpg,3
data\images\fabia_color\ok\20250321163425_aug_0.jpg,3
data\images\fabia_color\ok\20250321163425_aug_1.jpg,3
data\images\fabia_color\ok\20250321163425_aug_2.jpg,3
data\images\fabia_color\ok\20250321163430.jpg,3
data\images\fabia_color\ok\20250321163430_aug_0.jpg,3
data\images\fabia_color\ok\20250321163430_aug_1.jpg,3
data\images\fabia_color\ok\20250321163430_aug_2.jpg,3
data\images\fabia_color\ok\20250321163432.jpg,3
data\images\fabia_color\ok\20250321163432_aug_0.jpg,3
data\images\fabia_color\ok\20250321163432_aug_1.jpg,3
data\images\fabia_color\ok\20250321163432_aug_2.jpg,3
data\images\fabia_color\ok\20250321163433.jpg,3
data\images\fabia_color\ok\20250321163433_aug_0.jpg,3
data\images\fabia_color\ok\20250321163433_aug_1.jpg,3
data\images\fabia_color\ok\20250321163433_aug_2.jpg,3
data\images\fabia_color\ok\20250321164815.jpg,3
data\images\fabia_color\ok\20250321164815_aug_0.jpg,3
data\images\fabia_color\ok\20250321164815_aug_1.jpg,3
data\images\fabia_color\ok\20250321164815_aug_2.jpg,3
data\images\fabia_color\ok\20250321164818.jpg,3
data\images\fabia_color\ok\20250321164818_aug_0.jpg,3
data\images\fabia_color\ok\20250321164818_aug_1.jpg,3
data\images\fabia_color\ok\20250321164818_aug_2.jpg,3
data\images\fabia_color\ok\20250321164819.jpg,3
data\images\fabia_color\ok\20250321164819_aug_0.jpg,3
data\images\fabia_color\ok\20250321164819_aug_1.jpg,3
data\images\fabia_color\ok\20250321164819_aug_2.jpg,3
data\images\fabia_color\ok\20250321164822.jpg,3
data\images\fabia_color\ok\20250321164822_aug_0.jpg,3
data\images\fabia_color\ok\20250321164822_aug_1.jpg,3
data\images\fabia_color\ok\20250321164822_aug_2.jpg,3
data\images\fabia_color\ok\20250321164824.jpg,3
data\images\fabia_color\ok\20250321164824_aug_0.jpg,3
data\images\fabia_color\ok\20250321164824_aug_1.jpg,3
data\images\fabia_color\ok\20250321164824_aug_2.jpg,3
data\images\fabia_color\ok\20250321164827.jpg,3
data\images\fabia_color\ok\20250321164827_aug_0.jpg,3
data\images\fabia_color\ok\20250321164827_aug_1.jpg,3
data\images\fabia_color\ok\20250321164827_aug_2.jpg,3
data\images\fabia_color\ok\20250321164830.jpg,3
data\images\fabia_color\ok\20250321164830_aug_0.jpg,3
data\images\fabia_color\ok\20250321164830_aug_1.jpg,3
data\images\fabia_color\ok\20250321164830_aug_2.jpg,3
data\images\fabia_color\ok\20250321164831.jpg,3
data\images\fabia_color\ok\20250321164831_aug_0.jpg,3
data\images\fabia_color\ok\20250321164831_aug_1.jpg,3
data\images\fabia_color\ok\20250321164831_aug_2.jpg,3
data\images\fabia_color\no_gesture\20250321155540.jpg,4
data\images\fabia_color\no_gesture\20250321155540_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321155540_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321155540_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321162941.jpg,4
data\images\fabia_color\no_gesture\20250321162941_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321162941_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321162941_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321162942.jpg,4
data\images\fabia_color\no_gesture\20250321162942_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321162942_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321162942_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321162944.jpg,4
data\images\fabia_color\no_gesture\20250321162944_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321162944_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321162944_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163529.jpg,4
data\images\fabia_color\no_gesture\20250321163529_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163529_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163529_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163532.jpg,4
data\images\fabia_color\no_gesture\20250321163532_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163532_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163532_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163535.jpg,4
data\images\fabia_color\no_gesture\20250321163535_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163535_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163535_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163537.jpg,4
data\images\fabia_color\no_gesture\20250321163537_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163537_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163537_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163539.jpg,4
data\images\fabia_color\no_gesture\20250321163539_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163539_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163539_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163547.jpg,4
data\images\fabia_color\no_gesture\20250321163547_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163547_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163547_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163550.jpg,4
data\images\fabia_color\no_gesture\20250321163550_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163550_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163550_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163556.jpg,4
data\images\fabia_color\no_gesture\20250321163556_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163556_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163556_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163602.jpg,4
data\images\fabia_color\no_gesture\20250321163602_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163602_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163602_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163647.jpg,4
data\images\fabia_color\no_gesture\20250321163647_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163647_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163647_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163649.jpg,4
data\images\fabia_color\no_gesture\20250321163649_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163649_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163649_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163650.jpg,4
data\images\fabia_color\no_gesture\20250321163650_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163650_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163650_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163653.jpg,4
data\images\fabia_color\no_gesture\20250321163653_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163653_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163653_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163655.jpg,4
data\images\fabia_color\no_gesture\20250321163655_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163655_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163655_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163656.jpg,4
data\images\fabia_color\no_gesture\20250321163656_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163656_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163656_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163659.jpg,4
data\images\fabia_color\no_gesture\20250321163659_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163659_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163659_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163915.jpg,4
data\images\fabia_color\no_gesture\20250321163915_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163915_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163915_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163928.jpg,4
data\images\fabia_color\no_gesture\20250321163928_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163928_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163928_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163930.jpg,4
data\images\fabia_color\no_gesture\20250321163930_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163930_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163930_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163932.jpg,4
data\images\fabia_color\no_gesture\20250321163932_aug_0.jpg,4
