paths,labels
data\images\fabia_gray\like\20250321164727_bw.jpg,3
data\images\fabia_gray\like\20250321164729_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321164729_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321164729_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321164729_bw.jpg,3
data\images\fabia_gray\like\20250321164731_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321164731_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321164731_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321164731_bw.jpg,3
data\images\fabia_gray\like\20250321164733_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321164733_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321164733_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321164733_bw.jpg,3
data\images\fabia_gray\like\20250321164737_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321164737_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321164737_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321164737_bw.jpg,3
data\images\fabia_gray\like\20250321164739_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321164739_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321164739_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321164739_bw.jpg,3
data\images\fabia_gray\like\20250321164742_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321164742_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321164742_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321164742_bw.jpg,3
data\images\fabia_gray\like\20250321164745_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321164745_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321164745_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321164745_bw.jpg,3
data\images\fabia_gray\like\20250321165629_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321165629_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321165629_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321165629_bw.jpg,3
data\images\fabia_gray\like\20250321165631_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321165631_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321165631_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321165631_bw.jpg,3
data\images\fabia_gray\like\20250321165903_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321165903_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321165903_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321165903_bw.jpg,3
data\images\fabia_gray\like\20250321170037_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321170037_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321170037_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321170037_bw.jpg,3
data\images\fabia_gray\like\20250321170038_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321170038_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321170038_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321170038_bw.jpg,3
data\images\fabia_gray\like\20250321170039_aug_0_bw.jpg,3
data\images\fabia_gray\like\20250321170039_aug_1_bw.jpg,3
data\images\fabia_gray\like\20250321170039_aug_2_bw.jpg,3
data\images\fabia_gray\like\20250321170039_bw.jpg,3
data\images\fabia_gray\middle_finger\20250321165135_aug_0_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165135_aug_1_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165135_aug_2_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165135_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165138_aug_0_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165138_aug_1_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165138_aug_2_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165138_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165140_aug_0_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165140_aug_1_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165140_aug_2_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165140_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165142_aug_0_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165142_aug_1_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165142_aug_2_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165142_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165144_aug_0_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165144_aug_1_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165144_aug_2_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165144_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165146_aug_0_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165146_aug_1_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165146_aug_2_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165146_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165148_aug_0_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165148_aug_1_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165148_aug_2_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165148_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165153_aug_0_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165153_aug_1_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165153_aug_2_bw.jpg,4
data\images\fabia_gray\middle_finger\20250321165153_bw.jpg,4
data\images\fabia_gray\no_gesture\20250321155540_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321155540_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321155540_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321155540_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162941_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162941_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162941_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162941_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162942_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162942_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162942_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162942_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162944_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162944_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162944_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321162944_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163529_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163529_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163529_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163529_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163532_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163532_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163532_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163532_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163535_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163535_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163535_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163535_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163537_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163537_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163537_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163537_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163539_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163539_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163539_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163539_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163547_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163547_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163547_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163547_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163550_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163550_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163550_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163550_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163556_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163556_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163556_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163556_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163602_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163602_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163602_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163602_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163647_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163647_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163647_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163647_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163649_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163649_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163649_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163649_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163650_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163650_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163650_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163650_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163653_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163653_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163653_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163653_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163655_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163655_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163655_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163655_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163656_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163656_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163656_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163656_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163659_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163659_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163659_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163659_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163915_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163915_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163915_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163915_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163928_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163928_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163928_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163928_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163930_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163930_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163930_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163930_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163932_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163932_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163932_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163932_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163933_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163933_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163933_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163933_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163935_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163935_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163935_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163935_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163937_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163937_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163937_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163937_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163943_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163943_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163943_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163943_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163947_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163947_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163947_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163947_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163954_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163954_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163954_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163954_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163957_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163957_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163957_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163957_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163959_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163959_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163959_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321163959_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164004_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164004_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164004_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164004_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164014_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164014_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164014_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164014_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164217_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164217_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164217_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164217_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164229_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164229_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164229_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164229_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164241_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164241_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164241_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164241_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164258_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164258_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164258_aug_2_bw.jpg,5
